"﻿""DATA POMIARU""",B720U03000
2017-06-01 03:16:00,-5.01
2017-06-01 03:17:00,-5.01
2017-06-01 03:18:00,-5.01
2017-06-01 03:19:00,-5.01
2017-06-01 03:20:00,-5.01
2017-06-01 03:21:00,-5.01
2017-06-01 03:22:00,-5.01
2017-06-01 03:23:00,-5.01
2017-06-01 03:24:00,-5.01
2017-06-01 03:25:00,-5.01
2017-06-01 03:26:00,-5
2017-06-01 03:27:00,-5
2017-06-01 03:28:00,-4.98
2017-06-01 03:29:00,-4.88
2017-06-01 03:30:00,-4.82
2017-06-01 03:31:00,-4.8
2017-06-01 03:32:00,-4.79
2017-06-01 03:33:00,-4.7
2017-06-01 03:34:00,-4.59
2017-06-01 03:35:00,-4.47
2017-06-01 03:36:00,-4.38
2017-06-01 03:37:00,-4.26
2017-06-01 03:38:00,-4.18
2017-06-01 03:39:00,-4.18
2017-06-01 03:40:00,-4.18
2017-06-01 03:41:00,-4.18
2017-06-01 03:42:00,-4.18
2017-06-01 03:43:00,-4.14
2017-06-01 03:44:00,-4.03
2017-06-01 03:45:00,-3.97
2017-06-01 03:46:00,-3.81
2017-06-01 03:47:00,-3.59
2017-06-01 03:48:00,-3.45
2017-06-01 03:49:00,-3.3
2017-06-01 03:50:00,-3.16
2017-06-01 03:51:00,-2.96
2017-06-01 03:52:00,-2.76
2017-06-01 03:53:00,-2.5
2017-06-01 03:54:00,-2.31
2017-06-01 03:55:00,-2.13
2017-06-01 03:56:00,-1.87
2017-06-01 03:57:00,-1.61
2017-06-01 03:58:00,-1.35
2017-06-01 03:59:00,-1.12
2017-06-01 04:00:00,-0.85
2017-06-01 04:01:00,-0.6
2017-06-01 04:02:00,-0.32
2017-06-01 04:03:00,0.06
2017-06-01 04:04:00,0.51
2017-06-01 04:05:00,0.97
2017-06-01 04:06:00,1.5
2017-06-01 04:07:00,2.1
2017-06-01 04:08:00,2.7
2017-06-01 04:09:00,3.48
2017-06-01 04:10:00,4.34
2017-06-01 04:11:00,5.27
2017-06-01 04:12:00,6.12
2017-06-01 04:13:00,6.84
2017-06-01 04:14:00,7.39
2017-06-01 04:15:00,7.79
2017-06-01 04:16:00,8.06
2017-06-01 04:17:00,8.32
2017-06-01 04:18:00,8.68
2017-06-01 04:19:00,9.13
2017-06-01 04:20:00,9.7
2017-06-01 04:21:00,10.32
2017-06-01 04:22:00,10.88
2017-06-01 04:23:00,11.21
2017-06-01 04:24:00,11.44
2017-06-01 04:25:00,11.69
2017-06-01 04:26:00,12.03
2017-06-01 04:27:00,12.38
2017-06-01 04:28:00,12.79
2017-06-01 04:29:00,13.38
2017-06-01 04:30:00,14.16
2017-06-01 04:31:00,15.01
2017-06-01 04:32:00,15.75
2017-06-01 04:33:00,16.33
2017-06-01 04:34:00,16.88
2017-06-01 04:35:00,17.39
2017-06-01 04:36:00,18.07
2017-06-01 04:37:00,19.28
2017-06-01 04:38:00,21.02
2017-06-01 04:39:00,22.92
2017-06-01 04:40:00,24.41
2017-06-01 04:41:00,25.99
2017-06-01 04:42:00,27.62
2017-06-01 04:43:00,29.07
2017-06-01 04:44:00,29.68
2017-06-01 04:45:00,30.72
2017-06-01 04:46:00,31.52
2017-06-01 04:47:00,32.65
2017-06-01 04:48:00,34.36
2017-06-01 04:49:00,40.57
2017-06-01 04:50:00,47.33
2017-06-01 04:51:00,40.54
2017-06-01 04:52:00,32.32
2017-06-01 04:53:00,32.71
2017-06-01 04:54:00,45.73
2017-06-01 04:55:00,47.29
2017-06-01 04:56:00,33.05
2017-06-01 04:57:00,28.96
2017-06-01 04:58:00,28.85
2017-06-01 04:59:00,29.58
2017-06-01 05:00:00,30.67
2017-06-01 05:01:00,31.29
2017-06-01 05:02:00,32.13
2017-06-01 05:03:00,33.55
2017-06-01 05:04:00,34.56
2017-06-01 05:05:00,35.06
2017-06-01 05:06:00,35.43
2017-06-01 05:07:00,36.05
2017-06-01 05:08:00,38.15
2017-06-01 05:09:00,40.73
2017-06-01 05:10:00,43.25
2017-06-01 05:11:00,45.88
2017-06-01 05:12:00,47.62
2017-06-01 05:13:00,49.7
2017-06-01 05:14:00,52.38
2017-06-01 05:15:00,54.88
2017-06-01 05:16:00,54.86
2017-06-01 05:17:00,53.43
2017-06-01 05:18:00,51.35
2017-06-01 05:19:00,50.16
2017-06-01 05:20:00,51.54
2017-06-01 05:21:00,53.44
2017-06-01 05:22:00,55.61
2017-06-01 05:23:00,58.14
2017-06-01 05:24:00,60.33
2017-06-01 05:25:00,62.51
2017-06-01 05:26:00,66.44
2017-06-01 05:27:00,70.83
2017-06-01 05:28:00,74.44
2017-06-01 05:29:00,75.51
2017-06-01 05:30:00,73.71
2017-06-01 05:31:00,70.49
2017-06-01 05:32:00,67.77
2017-06-01 05:33:00,64.94
2017-06-01 05:34:00,64.43
2017-06-01 05:35:00,63.67
2017-06-01 05:36:00,60.35
2017-06-01 05:37:00,59.88
2017-06-01 05:38:00,58.3
2017-06-01 05:39:00,59.42
2017-06-01 05:40:00,64.97
2017-06-01 05:41:00,67.21
2017-06-01 05:42:00,66.59
2017-06-01 05:43:00,66.28
2017-06-01 05:44:00,66.9
2017-06-01 05:45:00,69.46
2017-06-01 05:46:00,70.58
2017-06-01 05:47:00,69.38
2017-06-01 05:48:00,67.96
2017-06-01 05:49:00,70.47
2017-06-01 05:50:00,73.77
2017-06-01 05:51:00,77.08
2017-06-01 05:52:00,79.57
2017-06-01 05:53:00,83.46
2017-06-01 05:54:00,88.95
2017-06-01 05:55:00,94.26
2017-06-01 05:56:00,97.44
2017-06-01 05:57:00,99.8
2017-06-01 05:58:00,103.93
2017-06-01 05:59:00,107.75
2017-06-01 06:00:00,119.71
2017-06-01 06:01:00,112.89
2017-06-01 06:02:00,173.18
2017-06-01 06:03:00,147.85
2017-06-01 06:04:00,110.99
2017-06-01 06:05:00,107.98
2017-06-01 06:06:00,110.33
2017-06-01 06:07:00,109.94
2017-06-01 06:08:00,112.89
2017-06-01 06:09:00,113.42
2017-06-01 06:10:00,243.12
2017-06-01 06:11:00,256.6
2017-06-01 06:12:00,156.83
2017-06-01 06:13:00,124.29
2017-06-01 06:14:00,233.34
2017-06-01 06:15:00,152.24
2017-06-01 06:16:00,116.78
2017-06-01 06:17:00,276.82
2017-06-01 06:18:00,232.28
2017-06-01 06:19:00,295.87
2017-06-01 06:20:00,168.46
2017-06-01 06:21:00,114.16
2017-06-01 06:22:00,123.15
2017-06-01 06:23:00,240.65
2017-06-01 06:24:00,174.52
2017-06-01 06:25:00,155.23
2017-06-01 06:26:00,161.67
2017-06-01 06:27:00,248.57
2017-06-01 06:28:00,197.83
2017-06-01 06:29:00,133.74
2017-06-01 06:30:00,123.48
2017-06-01 06:31:00,121.37
2017-06-01 06:32:00,125.56
2017-06-01 06:33:00,184.91
2017-06-01 06:34:00,192.56
2017-06-01 06:35:00,262.46
2017-06-01 06:36:00,266.66
2017-06-01 06:37:00,319.84
2017-06-01 06:38:00,175.82
2017-06-01 06:39:00,159.26
2017-06-01 06:40:00,176
2017-06-01 06:41:00,228.12
2017-06-01 06:42:00,269.95
2017-06-01 06:43:00,248.93
2017-06-01 06:44:00,351.54
2017-06-01 06:45:00,191.35
2017-06-01 06:46:00,177.37
2017-06-01 06:47:00,179.96
2017-06-01 06:48:00,180.56
2017-06-01 06:49:00,210.87
2017-06-01 06:50:00,179.41
2017-06-01 06:51:00,313.58
2017-06-01 06:52:00,194.86
2017-06-01 06:53:00,198.11
2017-06-01 06:54:00,264.95
2017-06-01 06:55:00,308.68
2017-06-01 06:56:00,243.55
2017-06-01 06:57:00,176.99
2017-06-01 06:58:00,181.79
2017-06-01 06:59:00,189.28
2017-06-01 07:00:00,199.21
2017-06-01 07:01:00,227.86
2017-06-01 07:02:00,432.84
2017-06-01 07:03:00,272.83
2017-06-01 07:04:00,384.13
2017-06-01 07:05:00,389.25
2017-06-01 07:06:00,366.09
2017-06-01 07:07:00,212.04
2017-06-01 07:08:00,203.06
2017-06-01 07:09:00,264.75
2017-06-01 07:10:00,462.12
2017-06-01 07:11:00,242.72
2017-06-01 07:12:00,232.97
2017-06-01 07:13:00,262.66
2017-06-01 07:14:00,250.24
2017-06-01 07:15:00,214.33
2017-06-01 07:16:00,167.55
2017-06-01 07:17:00,237.36
2017-06-01 07:18:00,375.54
2017-06-01 07:19:00,280.46
2017-06-01 07:20:00,199.65
2017-06-01 07:21:00,179.3
2017-06-01 07:22:00,160.5
2017-06-01 07:23:00,151.77
2017-06-01 07:24:00,143.58
2017-06-01 07:25:00,150.61
2017-06-01 07:26:00,164.43
2017-06-01 07:27:00,194.48
2017-06-01 07:28:00,322.62
2017-06-01 07:29:00,177.89
2017-06-01 07:30:00,166.29
2017-06-01 07:31:00,238.27
2017-06-01 07:32:00,220.19
2017-06-01 07:33:00,178.41
2017-06-01 07:34:00,229.86
2017-06-01 07:35:00,207.67
2017-06-01 07:36:00,214.81
2017-06-01 07:37:00,413.14
2017-06-01 07:38:00,477.36
2017-06-01 07:39:00,551.46
2017-06-01 07:40:00,501.81
2017-06-01 07:41:00,415.85
2017-06-01 07:42:00,191.39
2017-06-01 07:43:00,198.85
2017-06-01 07:44:00,385.89
2017-06-01 07:45:00,347.8
2017-06-01 07:46:00,225.75
2017-06-01 07:47:00,311.35
2017-06-01 07:48:00,361.08
2017-06-01 07:49:00,445.9
2017-06-01 07:50:00,320.24
2017-06-01 07:51:00,143.28
2017-06-01 07:52:00,129.53
2017-06-01 07:53:00,126.59
2017-06-01 07:54:00,130.71
2017-06-01 07:55:00,205.22
2017-06-01 07:56:00,555.39
2017-06-01 07:57:00,580.62
2017-06-01 07:58:00,568.33
2017-06-01 07:59:00,561.14
2017-06-01 08:00:00,588.61
2017-06-01 08:01:00,579.31
2017-06-01 08:02:00,596.51
2017-06-01 08:03:00,593.1
2017-06-01 08:04:00,540.39
2017-06-01 08:05:00,592.89
2017-06-01 08:06:00,599.24
2017-06-01 08:07:00,610.67
2017-06-01 08:08:00,616.54
2017-06-01 08:09:00,613.82
2017-06-01 08:10:00,361.7
2017-06-01 08:11:00,612.38
2017-06-01 08:12:00,384.91
2017-06-01 08:13:00,436.84
2017-06-01 08:14:00,375.58
2017-06-01 08:15:00,548.8
2017-06-01 08:16:00,594
2017-06-01 08:17:00,585.49
2017-06-01 08:18:00,596.28
2017-06-01 08:19:00,593.09
2017-06-01 08:20:00,596.4
2017-06-01 08:21:00,597.85
2017-06-01 08:22:00,597.02
2017-06-01 08:23:00,599.62
2017-06-01 08:24:00,602.43
2017-06-01 08:25:00,602.71
2017-06-01 08:26:00,603.28
2017-06-01 08:27:00,604.61
2017-06-01 08:28:00,604.13
2017-06-01 08:29:00,607.54
2017-06-01 08:30:00,611.12
2017-06-01 08:31:00,610.86
2017-06-01 08:32:00,617.52
2017-06-01 08:33:00,617.88
2017-06-01 08:34:00,617.7
2017-06-01 08:35:00,621.33
2017-06-01 08:36:00,624.75
2017-06-01 08:37:00,628.85
2017-06-01 08:38:00,629.69
2017-06-01 08:39:00,636.22
2017-06-01 08:40:00,639.93
2017-06-01 08:41:00,642.92
2017-06-01 08:42:00,643.53
2017-06-01 08:43:00,645.56
2017-06-01 08:44:00,643.25
2017-06-01 08:45:00,642.61
2017-06-01 08:46:00,646.34
2017-06-01 08:47:00,648.76
2017-06-01 08:48:00,650.04
2017-06-01 08:49:00,651.44
2017-06-01 08:50:00,655.49
2017-06-01 08:51:00,659.49
2017-06-01 08:52:00,659.74
2017-06-01 08:53:00,661.08
2017-06-01 08:54:00,663.34
2017-06-01 08:55:00,665.74
2017-06-01 08:56:00,670.47
2017-06-01 08:57:00,671.33
2017-06-01 08:58:00,675.29
2017-06-01 08:59:00,679.03
2017-06-01 09:00:00,678.43
2017-06-01 09:01:00,672.01
2017-06-01 09:02:00,665.09
2017-06-01 09:03:00,681.96
2017-06-01 09:04:00,689.21
2017-06-01 09:05:00,687.53
2017-06-01 09:06:00,681.39
2017-06-01 09:07:00,683.68
2017-06-01 09:08:00,695.81
2017-06-01 09:09:00,704.24
2017-06-01 09:10:00,478.62
2017-06-01 09:11:00,705.71
2017-06-01 09:12:00,708.72
2017-06-01 09:13:00,706.37
2017-06-01 09:14:00,707.79
2017-06-01 09:15:00,706.8
2017-06-01 09:16:00,710.92
2017-06-01 09:17:00,720.41
2017-06-01 09:18:00,717.97
2017-06-01 09:19:00,719.04
2017-06-01 09:20:00,722.86
2017-06-01 09:21:00,727.27
2017-06-01 09:22:00,690.31
2017-06-01 09:23:00,487.67
2017-06-01 09:24:00,629.92
2017-06-01 09:25:00,649.94
2017-06-01 09:26:00,453.26
2017-06-01 09:27:00,733.64
2017-06-01 09:28:00,739.52
2017-06-01 09:29:00,738.26
2017-06-01 09:30:00,745.11
2017-06-01 09:31:00,741.36
2017-06-01 09:32:00,732.2
2017-06-01 09:33:00,744.82
2017-06-01 09:34:00,763.59
2017-06-01 09:35:00,767.67
2017-06-01 09:36:00,627.67
2017-06-01 09:37:00,130.31
2017-06-01 09:38:00,172.47
2017-06-01 09:39:00,756.55
2017-06-01 09:40:00,767.75
2017-06-01 09:41:00,747.44
2017-06-01 09:42:00,745.73
2017-06-01 09:43:00,758.25
2017-06-01 09:44:00,745.03
2017-06-01 09:45:00,752.68
2017-06-01 09:46:00,762.22
2017-06-01 09:47:00,770.22
2017-06-01 09:48:00,765.46
2017-06-01 09:49:00,773.39
2017-06-01 09:50:00,766.76
2017-06-01 09:51:00,765.12
2017-06-01 09:52:00,783.1
2017-06-01 09:53:00,774.82
2017-06-01 09:54:00,775.61
2017-06-01 09:55:00,784.93
2017-06-01 09:56:00,788.85
2017-06-01 09:57:00,789.71
2017-06-01 09:58:00,787.44
2017-06-01 09:59:00,783.79
2017-06-01 10:00:00,785.94
2017-06-01 10:01:00,790.39
2017-06-01 10:02:00,797.14
2017-06-01 10:03:00,809.75
2017-06-01 10:04:00,813.28
2017-06-01 10:05:00,794.74
2017-06-01 10:06:00,586.27
2017-06-01 10:07:00,811.92
2017-06-01 10:08:00,819.14
2017-06-01 10:09:00,814.23
2017-06-01 10:10:00,806.7
2017-06-01 10:11:00,808.49
2017-06-01 10:12:00,820.3
2017-06-01 10:13:00,844.92
2017-06-01 10:14:00,383.94
2017-06-01 10:15:00,196.63
2017-06-01 10:16:00,396.24
2017-06-01 10:17:00,395.05
2017-06-01 10:18:00,762.69
2017-06-01 10:19:00,382.47
2017-06-01 10:20:00,433.93
2017-06-01 10:21:00,855.69
2017-06-01 10:22:00,791.17
2017-06-01 10:23:00,406.12
2017-06-01 10:24:00,172.14
2017-06-01 10:25:00,173.76
2017-06-01 10:26:00,473.86
2017-06-01 10:27:00,866.34
2017-06-01 10:28:00,876.14
2017-06-01 10:29:00,813.37
2017-06-01 10:30:00,541.54
2017-06-01 10:31:00,875.14
2017-06-01 10:32:00,865.04
2017-06-01 10:33:00,528.35
2017-06-01 10:34:00,156.53
2017-06-01 10:35:00,281.66
2017-06-01 10:36:00,871.84
2017-06-01 10:37:00,333.25
2017-06-01 10:38:00,573.41
2017-06-01 10:39:00,857.8
2017-06-01 10:40:00,852.29
2017-06-01 10:41:00,843.22
2017-06-01 10:42:00,850.08
2017-06-01 10:43:00,691.29
2017-06-01 10:44:00,835.36
2017-06-01 10:45:00,878.31
2017-06-01 10:46:00,859.7
2017-06-01 10:47:00,303.21
2017-06-01 10:48:00,552.13
2017-06-01 10:49:00,598.4
2017-06-01 10:50:00,283.76
2017-06-01 10:51:00,593.31
2017-06-01 10:52:00,877.54
2017-06-01 10:53:00,867.59
2017-06-01 10:54:00,849.18
2017-06-01 10:55:00,551.55
2017-06-01 10:56:00,153.81
2017-06-01 10:57:00,151.74
2017-06-01 10:58:00,757.59
2017-06-01 10:59:00,871.52
2017-06-01 11:00:00,872.35
2017-06-01 11:01:00,868.52
2017-06-01 11:02:00,868.54
2017-06-01 11:03:00,873.67
2017-06-01 11:04:00,864
2017-06-01 11:05:00,870
2017-06-01 11:06:00,862.65
2017-06-01 11:07:00,855.38
2017-06-01 11:08:00,851.65
2017-06-01 11:09:00,852.81
2017-06-01 11:10:00,857.47
2017-06-01 11:11:00,871.05
2017-06-01 11:12:00,871.08
2017-06-01 11:13:00,869.19
2017-06-01 11:14:00,871.06
2017-06-01 11:15:00,875.79
2017-06-01 11:16:00,854.97
2017-06-01 11:17:00,871.9
2017-06-01 11:18:00,889.28
2017-06-01 11:19:00,888.82
2017-06-01 11:20:00,886.42
2017-06-01 11:21:00,884.97
2017-06-01 11:22:00,885.32
2017-06-01 11:23:00,885.97
2017-06-01 11:24:00,874.6
2017-06-01 11:25:00,895.08
2017-06-01 11:26:00,900.07
2017-06-01 11:27:00,898.5
2017-06-01 11:28:00,890.18
2017-06-01 11:29:00,885.22
2017-06-01 11:30:00,886.99
2017-06-01 11:31:00,887.43
2017-06-01 11:32:00,884.44
2017-06-01 11:33:00,884.46
2017-06-01 11:34:00,887.38
2017-06-01 11:35:00,895.1
2017-06-01 11:36:00,912.52
2017-06-01 11:37:00,914.64
2017-06-01 11:38:00,922.52
2017-06-01 11:39:00,937.51
2017-06-01 11:40:00,793.37
2017-06-01 11:41:00,928.52
2017-06-01 11:42:00,919.64
2017-06-01 11:43:00,852.1
2017-06-01 11:44:00,886.35
2017-06-01 11:45:00,918.12
2017-06-01 11:46:00,915.61
2017-06-01 11:47:00,914.73
2017-06-01 11:48:00,918.17
2017-06-01 11:49:00,919.55
2017-06-01 11:50:00,915.85
2017-06-01 11:51:00,920.77
2017-06-01 11:52:00,923.26
2017-06-01 11:53:00,921.82
2017-06-01 11:54:00,924.38
2017-06-01 11:55:00,920.41
2017-06-01 11:56:00,916.91
2017-06-01 11:57:00,916.17
2017-06-01 11:58:00,918.4
2017-06-01 11:59:00,915.79
2017-06-01 12:00:00,905.04
2017-06-01 12:01:00,910.89
2017-06-01 12:02:00,910.02
2017-06-01 12:03:00,904.71
2017-06-01 12:04:00,901.35
2017-06-01 12:05:00,884.21
2017-06-01 12:06:00,887.39
2017-06-01 12:07:00,885.2
2017-06-01 12:08:00,884.44
2017-06-01 12:09:00,893.42
2017-06-01 12:10:00,890.66
2017-06-01 12:11:00,889.83
2017-06-01 12:12:00,892.58
2017-06-01 12:13:00,892.68
2017-06-01 12:14:00,898.89
2017-06-01 12:15:00,910.78
2017-06-01 12:16:00,899.83
2017-06-01 12:17:00,899.73
2017-06-01 12:18:00,895.51
2017-06-01 12:19:00,882.68
2017-06-01 12:20:00,880.35
2017-06-01 12:21:00,880.22
2017-06-01 12:22:00,879.66
2017-06-01 12:23:00,878.28
2017-06-01 12:24:00,869.52
2017-06-01 12:25:00,863.45
2017-06-01 12:26:00,859.05
2017-06-01 12:27:00,852.63
2017-06-01 12:28:00,854.39
2017-06-01 12:29:00,865.18
2017-06-01 12:30:00,869.09
2017-06-01 12:31:00,868.92
2017-06-01 12:32:00,862.58
2017-06-01 12:33:00,853.2
2017-06-01 12:34:00,846.58
2017-06-01 12:35:00,842.33
2017-06-01 12:36:00,833.38
2017-06-01 12:37:00,835.17
2017-06-01 12:38:00,842.2
2017-06-01 12:39:00,850.39
2017-06-01 12:40:00,855.86
2017-06-01 12:41:00,860.96
2017-06-01 12:42:00,857.83
2017-06-01 12:43:00,848.7
2017-06-01 12:44:00,844.84
2017-06-01 12:45:00,831.38
2017-06-01 12:46:00,825.54
2017-06-01 12:47:00,829.52
2017-06-01 12:48:00,827.63
2017-06-01 12:49:00,825.02
2017-06-01 12:50:00,825.08
2017-06-01 12:51:00,824.27
2017-06-01 12:52:00,825.82
2017-06-01 12:53:00,827.65
2017-06-01 12:54:00,830.11
2017-06-01 12:55:00,831.2
2017-06-01 12:56:00,832.3
2017-06-01 12:57:00,828.25
2017-06-01 12:58:00,823.26
2017-06-01 12:59:00,822.59
2017-06-01 13:00:00,822.04
2017-06-01 13:01:00,824.93
2017-06-01 13:02:00,826.3
2017-06-01 13:03:00,827.22
2017-06-01 13:04:00,826.17
2017-06-01 13:05:00,826.97
2017-06-01 13:06:00,821.98
2017-06-01 13:07:00,818.97
2017-06-01 13:08:00,820.8
2017-06-01 13:09:00,821.81
2017-06-01 13:10:00,821.36
2017-06-01 13:11:00,821.36
2017-06-01 13:12:00,819.67
2017-06-01 13:13:00,816.7
2017-06-01 13:14:00,812.47
2017-06-01 13:15:00,810.69
2017-06-01 13:16:00,808.64
2017-06-01 13:17:00,812.82
2017-06-01 13:18:00,814.33
2017-06-01 13:19:00,814.33
2017-06-01 13:20:00,811.62
2017-06-01 13:21:00,807.7
2017-06-01 13:22:00,805.38
2017-06-01 13:23:00,805.6
2017-06-01 13:24:00,804.11
2017-06-01 13:25:00,802.08
2017-06-01 13:26:00,801.71
